"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","p_doctor","TimeFrame","GeoVintage","Source","Location"
"County","Cullman","AL","01043","=""01043""","79.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Dale","AL","01045","=""01045""","77.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Dallas","AL","01047","=""01047""","79.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","DeKalb","AL","01049","=""01049""","78.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Elmore","AL","01051","=""01051""","78.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Escambia","AL","01053","=""01053""","75.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Etowah","AL","01055","=""01055""","80.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Fayette","AL","01057","=""01057""","78.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Franklin","AL","01059","=""01059""","75.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Geneva","AL","01061","=""01061""","80.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Greene","AL","01063","=""01063""","79.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Hale","AL","01065","=""01065""","79.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Henry","AL","01067","=""01067""","80.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Houston","AL","01069","=""01069""","79.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Jackson","AL","01071","=""01071""","80.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Jefferson","AL","01073","=""01073""","79.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lamar","AL","01075","=""01075""","79.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lauderdale","AL","01077","=""01077""","80.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lawrence","AL","01079","=""01079""","79.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lee","AL","01081","=""01081""","74.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Limestone","AL","01083","=""01083""","78.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lowndes","AL","01085","=""01085""","79.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Macon","AL","01087","=""01087""","77.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Madison","AL","01089","=""01089""","78.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Marengo","AL","01091","=""01091""","77.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Marion","AL","01093","=""01093""","78.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Marshall","AL","01095","=""01095""","78.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Mobile","AL","01097","=""01097""","78.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Monroe","AL","01099","=""01099""","77.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Montgomery","AL","01101","=""01101""","76.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Morgan","AL","01103","=""01103""","78.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Perry","AL","01105","=""01105""","76.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Pickens","AL","01107","=""01107""","78.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Pike","AL","01109","=""01109""","76.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Randolph","AL","01111","=""01111""","78.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Russell","AL","01113","=""01113""","78.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","St. Clair","AL","01115","=""01115""","78.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Shelby","AL","01117","=""01117""","78.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sumter","AL","01119","=""01119""","75.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Talladega","AL","01121","=""01121""","79.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Tallapoosa","AL","01123","=""01123""","80.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Tuscaloosa","AL","01125","=""01125""","75.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Walker","AL","01127","=""01127""","80.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Washington","AL","01129","=""01129""","76.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Wilcox","AL","01131","=""01131""","76.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Winston","AL","01133","=""01133""","78.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Aleutians East","AK","02013","=""02013""","50.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Aleutians West","AK","02016","=""02016""","51.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Anchorage","AK","02020","=""02020""","60.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Bethel","AK","02050","=""02050""","48.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Bristol Bay","AK","02060","=""02060""","58.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Denali","AK","02068","=""02068""","62.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Dillingham","AK","02070","=""02070""","51.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Fairbanks North Star","AK","02090","=""02090""","59.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Haines","AK","02100","=""02100""","65.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Hoonah-Angoon","AK","02105","=""02105""","59.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Juneau","AK","02110","=""02110""","61.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Kenai Peninsula","AK","02122","=""02122""","61.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Ketchikan Gateway","AK","02130","=""02130""","63.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Kodiak Island","AK","02150","=""02150""","59.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lake and Peninsula","AK","02164","=""02164""","51.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Matanuska-Susitna","AK","02170","=""02170""","62.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Nome","AK","02180","=""02180""","49.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","North Slope","AK","02185","=""02185""","50.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Northwest Arctic","AK","02188","=""02188""","47.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Petersburg","AK","02195","=""02195""","61.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Prince of Wales-Hyder","AK","02198","=""02198""","57.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sitka","AK","02220","=""02220""","59.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Skagway","AK","02230","=""02230""","61.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Southeast Fairbanks","AK","02240","=""02240""","59.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Valdez-Cordova","AK","02261","=""02261""","60.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Wade Hampton","AK","02270","=""02270""","45.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Wrangell","AK","02275","=""02275""","64.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Yakutat","AK","02282","=""02282""","56.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Yukon-Koyukuk","AK","02290","=""02290""","53.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Apache","AZ","04001","=""04001""","62.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Cochise","AZ","04003","=""04003""","71.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Coconino","AZ","04005","=""04005""","66.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Gila","AZ","04007","=""04007""","75.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Graham","AZ","04009","=""04009""","66.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Greenlee","AZ","04011","=""04011""","68.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","La Paz","AZ","04012","=""04012""","75.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Maricopa","AZ","04013","=""04013""","69.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Mohave","AZ","04015","=""04015""","76.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Navajo","AZ","04017","=""04017""","69.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Pima","AZ","04019","=""04019""","70.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Pinal","AZ","04021","=""04021""","69.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Santa Cruz","AZ","04023","=""04023""","65.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Yavapai","AZ","04025","=""04025""","77.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Yuma","AZ","04027","=""04027""","66.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Arkansas","AR","05001","=""05001""","82.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Ashley","AR","05003","=""05003""","81.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Baxter","AR","05005","=""05005""","87.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Benton","AR","05007","=""05007""","81.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Boone","AR","05009","=""05009""","85.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Bradley","AR","05011","=""05011""","80.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Calhoun","AR","05013","=""05013""","84.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Carroll","AR","05015","=""05015""","82.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Chicot","AR","05017","=""05017""","81.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Clark","AR","05019","=""05019""","81.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Clay","AR","05021","=""05021""","83.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Cleburne","AR","05023","=""05023""","84.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Cleveland","AR","05025","=""05025""","84.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Columbia","AR","05027","=""05027""","82.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Conway","AR","05029","=""05029""","82.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Craighead","AR","05031","=""05031""","81.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Crawford","AR","05033","=""05033""","83.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Crittenden","AR","05035","=""05035""","82.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Cross","AR","05037","=""05037""","82.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Dallas","AR","05039","=""05039""","82.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Desha","AR","05041","=""05041""","81.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Drew","AR","05043","=""05043""","80.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Faulkner","AR","05045","=""05045""","80.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Franklin","AR","05047","=""05047""","84.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Fulton","AR","05049","=""05049""","84.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Garland","AR","05051","=""05051""","85.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Grant","AR","05053","=""05053""","84.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Greene","AR","05055","=""05055""","83.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Hempstead","AR","05057","=""05057""","82.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Hot Spring","AR","05059","=""05059""","81.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Howard","AR","05061","=""05061""","81.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Independence","AR","05063","=""05063""","83.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Izard","AR","05065","=""05065""","84.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Jackson","AR","05067","=""05067""","81.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Jefferson","AR","05069","=""05069""","82.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Johnson","AR","05071","=""05071""","80.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lafayette","AR","05073","=""05073""","82.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lawrence","AR","05075","=""05075""","82.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lee","AR","05077","=""05077""","79.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lincoln","AR","05079","=""05079""","79.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Little River","AR","05081","=""05081""","82.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Logan","AR","05083","=""05083""","83.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lonoke","AR","05085","=""05085""","82.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Madison","AR","05087","=""05087""","84.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Marion","AR","05089","=""05089""","85.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Miller","AR","05091","=""05091""","82.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Mississippi","AR","05093","=""05093""","82.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Monroe","AR","05095","=""05095""","82.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Montgomery","AR","05097","=""05097""","84.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Nevada","AR","05099","=""05099""","84.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Newton","AR","05101","=""05101""","85.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Ouachita","AR","05103","=""05103""","84.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Perry","AR","05105","=""05105""","84.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Phillips","AR","05107","=""05107""","83.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Pike","AR","05109","=""05109""","82.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Poinsett","AR","05111","=""05111""","84.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Polk","AR","05113","=""05113""","83.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Pope","AR","05115","=""05115""","81.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Prairie","AR","05117","=""05117""","83.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Pulaski","AR","05119","=""05119""","81.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Randolph","AR","05121","=""05121""","83.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","St. Francis","AR","05123","=""05123""","81.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Saline","AR","05125","=""05125""","83.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Scott","AR","05127","=""05127""","82.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Searcy","AR","05129","=""05129""","84.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sebastian","AR","05131","=""05131""","81.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sevier","AR","05133","=""05133""","77.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sharp","AR","05135","=""05135""","84.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Stone","AR","05137","=""05137""","84.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Union","AR","05139","=""05139""","83.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Van Buren","AR","05141","=""05141""","84.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Washington","AR","05143","=""05143""","79.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","White","AR","05145","=""05145""","82.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Woodruff","AR","05147","=""05147""","83.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Yell","AR","05149","=""05149""","82.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Alameda","CA","06001","=""06001""","73.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Alpine","CA","06003","=""06003""","75.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Amador","CA","06005","=""06005""","76.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Butte","CA","06007","=""06007""","75.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Calaveras","CA","06009","=""06009""","78.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Colusa","CA","06011","=""06011""","66.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Contra Costa","CA","06013","=""06013""","75.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Del Norte","CA","06015","=""06015""","73.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","El Dorado","CA","06017","=""06017""","78.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Fresno","CA","06019","=""06019""","69.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Glenn","CA","06021","=""06021""","69.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Humboldt","CA","06023","=""06023""","74.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Imperial","CA","06025","=""06025""","65.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Inyo","CA","06027","=""06027""","77.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Kern","CA","06029","=""06029""","68.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Kings","CA","06031","=""06031""","65.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lake","CA","06033","=""06033""","78.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Lassen","CA","06035","=""06035""","70.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Los Angeles","CA","06037","=""06037""","69.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Madera","CA","06039","=""06039""","69.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Marin","CA","06041","=""06041""","79.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Mariposa","CA","06043","=""06043""","77.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Mendocino","CA","06045","=""06045""","76.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Merced","CA","06047","=""06047""","68.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Modoc","CA","06049","=""06049""","76.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Mono","CA","06051","=""06051""","69.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Monterey","CA","06053","=""06053""","68.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Napa","CA","06055","=""06055""","74.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Nevada","CA","06057","=""06057""","79.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Orange","CA","06059","=""06059""","72.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Placer","CA","06061","=""06061""","77.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Plumas","CA","06063","=""06063""","78.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Riverside","CA","06065","=""06065""","70.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sacramento","CA","06067","=""06067""","73.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","San Benito","CA","06069","=""06069""","69.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","San Bernardino","CA","06071","=""06071""","69.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","San Diego","CA","06073","=""06073""","72.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","San Francisco","CA","06075","=""06075""","74.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","San Joaquin","CA","06077","=""06077""","70.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","San Luis Obispo","CA","06079","=""06079""","75.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","San Mateo","CA","06081","=""06081""","74.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Santa Barbara","CA","06083","=""06083""","70.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Santa Clara","CA","06085","=""06085""","73.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Santa Cruz","CA","06087","=""06087""","73.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Shasta","CA","06089","=""06089""","77.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sierra","CA","06091","=""06091""","78.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Siskiyou","CA","06093","=""06093""","76.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Solano","CA","06095","=""06095""","73.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sonoma","CA","06097","=""06097""","75.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Stanislaus","CA","06099","=""06099""","70.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Sutter","CA","06101","=""06101""","73.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Tehama","CA","06103","=""06103""","76.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Trinity","CA","06105","=""06105""","77.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Tulare","CA","06107","=""06107""","67.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Tuolumne","CA","06109","=""06109""","78.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Ventura","CA","06111","=""06111""","72.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Yolo","CA","06113","=""06113""","70.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Yuba","CA","06115","=""06115""","72.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Adams","CO","08001","=""08001""","68.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Alamosa","CO","08003","=""08003""","65.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Arapahoe","CO","08005","=""08005""","73.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Archuleta","CO","08007","=""08007""","75.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Baca","CO","08009","=""08009""","76.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Bent","CO","08011","=""08011""","65.5","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Boulder","CO","08013","=""08013""","73.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Broomfield","CO","08014","=""08014""","74.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Chaffee","CO","08015","=""08015""","74.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Cheyenne","CO","08017","=""08017""","74.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Clear Creek","CO","08019","=""08019""","78.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Conejos","CO","08021","=""08021""","67.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Costilla","CO","08023","=""08023""","70.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Crowley","CO","08025","=""08025""","62.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Custer","CO","08027","=""08027""","78.6","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Delta","CO","08029","=""08029""","76.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Denver","CO","08031","=""08031""","69.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Dolores","CO","08033","=""08033""","75.9","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Douglas","CO","08035","=""08035""","76.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Eagle","CO","08037","=""08037""","68.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Elbert","CO","08039","=""08039""","78.8","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","El Paso","CO","08041","=""08041""","73.3","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Fremont","CO","08043","=""08043""","74.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Garfield","CO","08045","=""08045""","67.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Gilpin","CO","08047","=""08047""","77.7","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Grand","CO","08049","=""08049""","72.0","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Gunnison","CO","08051","=""08051""","68.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Hinsdale","CO","08053","=""08053""","76.1","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Huerfano","CO","08055","=""08055""","75.2","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Jackson","CO","08057","=""08057""","74.4","2018","2010","PolicyMap & CDC BRFSS","United States"
"County","Jefferson","CO","08059","=""08059""","75.7","2018","2010","PolicyMap & CDC BRFSS","United States"
